029;035;029035;RO;ROVIGO;Pettorazza Grimani;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;038;029038;RO;ROVIGO;Pontecchio Polesine;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;041;029041;RO;ROVIGO;Rovigo;-;Via Delle Industrie 21 ;Rovigo;www.ecoambienterovigo.i;-;
029;044;029044;RO;ROVIGO;San Martino di Venezze;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;048;029048;RO;ROVIGO;Villadose;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;049;029049;RO;ROVIGO;Villamarzana;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;037;029037;RO;ROVIGO;Polesella;Area mercato;-;-;www.ecoambienterovigo.i;-;
028;008;028008;PD;PADOVA SUD;Bagnoli di Sopra;-;Viale Dell'artigianato 33;Conselve;www.bacinopd3.it;-;
028;034;028034;PD;PADOVA SUD;Conselve;-;Viale Dell'artigianato 33;Conselve;www.bacinopd3.it;-;
024;102;024102;VI;VICENZA;Sossano;-;Viale Della Stazione S.N.;Sossano;www.comune.sossano.vi.it;-;
029;009;029009;RO;ROVIGO;Canaro;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;021;029021;RO;ROVIGO;Ficarolo;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;022;029022;RO;ROVIGO;Fiesso Umbertiano;-;Via Chiavichetta;Fiesso Umbertiano;www.ecoambienterovigo.i;-;
029;033;029033;RO;ROVIGO;Occhiobello;-;-;-;www.ecoambienterovigo.i;-;
029;036;029036;RO;ROVIGO;Pincara;Area mercato;-;-;www.ecoambienterovigo.i;-;
023;010;023010;VR;VERONA SUD;Boschi Sant'Anna;-;Viale della Stazione;Boschi Sant'Anna;www.comune.boschisantanna.vr.it;-;
024;057;024057;VI;BRENTA;Marostica;-;Viale della Ceramica 62;Marostica;www.comune.marostica.vi.it;-;
023;060;023060;VR;VERONA NORD;Povegliano Veronese;-;Viale del Lavoro 2 - Zai ;Povegliano Veronese;www.comune.poveglianoveronese.vr.it;-;
023;028;023028;VR;VERONA NORD;Colognola ai Colli;-;Viale del Lavoro;Colognola ai Colli;www.comunecolognola.it;-;
028;029;028029;PD;PADOVA SUD;Castelbaldo;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;049;028049;PD;PADOVA SUD;Masi;-;Via Zurlara 5/A ;Merlara;www.bacinopd3.it;-;
028;053;028053;PD;PADOVA SUD;Merlara;-;-;Merlara;www.bacinopd3.it;-;
028;094;028094;PD;PADOVA SUD;Tribano;-;Viale Germania;Tribano;www.bacinopd3.it;-;
028;095;028095;PD;PADOVA SUD;Urbana;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;105;028105;PD;PADOVA SUD;Vo;-;centro di raccolta non presente;-;www.bacinopd3.it;x;
028;035;028035;PD;PADOVA SUD;Correzzola;-;Via Zurlara 5/A ;Merlara;www.bacinopd3.it;x;
023;022;023022;VR;VERONA NORD;Castelnuovo del Garda;-;Via Zonconi - Sandra';Castelnuovo del Garda;www.comune.castelnuovodelgarda.vr.it;-;
024;083;024083;VI;VICENZA;Quinto Vicentino;-;Via XX Settembre;Quinto Vicentino;www.comune.quintovicentino.vi.it;-;
027;041;027041;VE;VENEZIA;Torre di Mosto;-;Via Xola;Torre di Mosto;www.torredimosto.it;-;
028;030;028030;PD;BRENTA;Cervarese Santa Croce;-;Via Volta;Teolo;www.comune.teolo.pd.it;-;
028;089;028089;PD;BRENTA;Teolo;-;Via Volta;Teolo;www.comune.teolo.pd.it;-;
026;016;026016;TV;SINISTRA PIAVE;Chiarano;-;Via Vittorio Veneto;Chiarano;www.savnoservizi.it;-;
026;038;026038;TV;SINISTRA PIAVE;Mareno di Piave;-;Via Galileo Galilei - Z.I. Ramera;Mareno di Piave;www.savnoservizi.it;-;
027;029;027029;VE;VENEZIA;Portogruaro;-;Via Villastorta;Portogruaro;www.asvo.it;-;
024;060;024060;VI;VICENZA;Montebello Vicentino;-;Via Vigazzolo;Montebello Vicentino;www.agnochiampoambiente.it;-;
026;014;026014;TV;DESTRA PIAVE;Cavaso del Tomba;-;Via Pasubio;Cavaso del Tomba;www.contarina.it;-;
023;078;023078;VR;VERONA NORD;Sant'Anna d'Alfaedo;-;Via Verdi 20;Sant'Anna d'Alfaedo;www.comune.santannadalfaedo.vr.it;-;
024;116;024116;VI;VICENZA;Vicenza;-;Via Venier 47;Vicenza;www.aimvicenza.it;-;
026;034;026034;TV;SINISTRA PIAVE;Gorgo al Monticano;-;Via Veneto;Gorgo al Monticano;www.savnoservizi.it;-;
024;064;024064;VI;VICENZA;Montegalda;-;Via Vegri;Montegalda;www.soraris.it;-;
026;044;026044;TV;DESTRA PIAVE;Monastier di Treviso;-;Via Vallio;Monastier di Treviso;www.contarina.it;-;
026;004;026004;TV;DESTRA PIAVE;Borso del Grappa;-;Via Vallina Orticella;Borso del Grappa;www.contarina.it;-;
023;068;023068;VR;VERONA SUD;Salizzole;-;Via Valle';Salizzole;www.comune.salizzole.vr.it;-;
023;053;023053;VR;VERONA SUD;Nogara;-;Via Valle;Nogara;www.comune.nogara.vr.it;-;
025;015;025015;BL;BELLUNO;Comelico Superiore;-;Moie' Ponte del Salto;Comelico Superiore;www.provincia.belluno.it/;-;
024;006;024006;VI;VICENZA;Arcugnano;-;Via Val di Burra;Arcugnano;www.utilya.it;-;
026;087;026087;TV;SINISTRA PIAVE;Valdobbiadene;-;Via Val dei Faveri;Valdobbiadene;www.savnoservizi.it;-;
029;006;029006;RO;ROVIGO;Bergantino;-;Via Vaccara 486/A;Bergantino;www.ecoambienterovigo.it;-;
023;021;023021;VR;VERONA NORD;Castel d'Azzano;-;Via Toscanini;Castel d'Azzano;www.halleysac.it/c023021/hh/index.php;-;
024;040;024040;VI;VICENZA;Fara Vicentino;-;Via Torricelle;Fara Vicentino;www.altovicentinoambiente.it;-;
023;084;023084;VR;VERONA SUD;Sorga';-;Via Torre Masino;Sorga';www.comune.sorga.vr.it;-;
028;003;028003;PD;PADOVA CENTRO;Albignasego;-;Via Torino;Albignasego;www.saviservizi.it;-;
026;035;026035;TV;DESTRA PIAVE;Istrana;-;Via Toniolo;Istrana;www.contarina.it;-;
026;008;026008;TV;DESTRA PIAVE;Carbonera;-;Via Tommaso Salsa;Carbonera;www.contarina.it;-;
023;069;023069;VR;VERONA NORD;San Bonifacio;-;Contrada Tombole;San Bonifacio;www.comune.sanbonifacio.vr.it;-;
026;069;026069;TV;DESTRA PIAVE;Roncade;-;Via Tintoretto;Roncade;www.contarina.it;-;
026;083;026083;TV;DESTRA PIAVE;Susegana;-;Via Stradonelli;Susegana;www.contarina.it;-;
023;065;023065;VR;VERONA SUD;Roverchiara;-;Via Stradone;Roverchiara;www.comune.roverchiara.vr.it;-;
024;118;024118;VI;VICENZA;Villaverla;-;Via Stadio;Villaverla;www.altovicentinoambiente.it;-;
024;068;024068;VI;VICENZA;Montorso Vicentino;-;Via dell'Artigianato;Montorso Vicentino;www.agnochiampoambiente.it;-;
024;079;024079;VI;VICENZA;Pojana Maggiore;-;Via Spello;Pojana Maggiore;www.utilya.it;-;
024;034;024034;VI;VICENZA;Cornedo Vicentino;-;Via Silvio Pellico;Cornedo Vicentino;www.agnochiampoambiente.it;-;
024;116;024116;VI;VICENZA;Vicenza;-;Via Silvio De Faveri 7;Vicenza;www.aimvicenza.it;-;
023;016;023016;VR;VERONA NORD;Buttapietra;-;Via Settimo di Gallese;Buttapietra;www.comunedibuttapietra.it;-;
028;010;028010;PD;PADOVA SUD;Barbona;-;Via Serragli 84;Piacenza d�Adige;www.bacinopd3.it;x;
028;029;028029;PD;PADOVA SUD;Castelbaldo;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;043;028043;PD;PADOVA SUD;Granze;-;Via Serragli 84;Piacenza d'Adige;www.bacinopd3.it;x;
028;049;028049;PD;PADOVA SUD;Masi;-;Via Zurlara 5/A ;Merlara;www.bacinopd3.it;-;
028;051;028051;PD;PADOVA SUD;Megliadino San Fidenzio;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;052;028052;PD;PADOVA SUD;Megliadino San Vitale;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;062;028062;PD;PADOVA SUD;Piacenza d'Adige;-;Via Serragli 84;Piacenza d'Adige;www.bacinopd3.it;-;
028;067;028067;PD;PADOVA SUD;Ponso;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;081;028081;PD;PADOVA SUD;Santa Margherita d'Adige;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;095;028095;PD;PADOVA SUD;Urbana;-;-;conferimento nei centri di raccolta di Casale di Scodosia; Merlara; Piacenza d'Adige;www.bacinopd3.it;-;
028;098;028098;PD;PADOVA SUD;Vighizzolo d'Este;-;Via Serragli 84;Piacenza d�Adige;www.bacinopd3.it;-;
028;102;028102;PD;PADOVA SUD;Villa Estense;-;Via Serragli 84;Piacenza d'Adige;www.bacinopd3.it;-;
026;086;026086;TV;DESTRA PIAVE;Treviso;-;Viale della Serenissima - Porta del Leon;Treviso;www.contarina.it;-;
023;023;023023;VR;VERONA NORD;Cavaion Veronese;-;Via Sega;Cavaion Veronese;www.consorziovr2.it;-;
026;063;026063;TV;DESTRA PIAVE;Preganziol;-;Via Schiavonia Nuova;Preganziol;www.contarina.it;-;
024;067;024067;VI;VICENZA;Monticello Conte Otto;-;Via Saviabona;Monticello Conte Otto;www.comune.monticello.vi.it;-;
023;097;023097;VR;VERONA SUD;Zevio;-;Via Corone;Zevio;www.comune.zevio.vr.it;-;
023;052;023052;VR;VERONA NORD;Negrar;-;Via Francia;Negrar;www.comunenegrar.it;-;
029;012;029012;RO;ROVIGO;Castelmassa;-;Via Sarta;Castelmassa;www.ecoambienterovigo.i;-;
026;020;026020;TV;SINISTRA PIAVE;Colle Umberto;-;Via Sarpi;Godega di Sant'Urbano;www.comune.colle-umberto.tv.it;-;
026;033;026033;TV;SINISTRA PIAVE;Godega di Sant'Urbano;-;Via Sarpi;Godega di Sant'Urbano;www.savnoservizi.it;-;
023;061;023061;VR;VERONA SUD;Pressana;-;centro di raccolta non presente;-;www.comunepressana.it;-;
023;026;023026;VR;VERONA NORD;Cerro Veronese;-;Via San Vincenzo;Cerro Veronese;www.cerro-veronese.it;-;
024;070;024070;VI;BRENTA;Mussolente;-;Via San Giuseppe - Loc. Casoni;Mussolente;www.etraspa.it;-;
023;032;023032;VR;VERONA SUD;Erbe';-;Via San Giuseppe;Erbe';www.comune.erbe.vr.it;-;
028;004;028004;PD;PADOVA SUD;Anguillara Veneta;-;Via San Girolamo 1 ;Anguillara Veneta;www.bacinopd3.it;-;
024;096;024096;VI;VICENZA;San Vito di Leguzzano;-;Via Saletti n. 15;San Vito di Leguzzano;www.altovicentinoambiente.it;-;
023;033;023033;VR;VERONA NORD;Erbezzo;-;Via Saibe;Erbezzo;www.comune.erbezzo.vr.it;-;
023;083;023083;VR;VERONA NORD;Sona;-;Via S.Quirico - Sona;Sona;www.comune.sona.vr.it;-;
027;043;027043;VE;VENEZIA;Vigonovo;-;Via S.Pellico;Vigonovo;www.gruppoveritas.it;-;
024;026;024026;VI;BRENTA;Cassola;-;Via S.G. Bosco 24;Cassola;www.comune.cassola.vi.it;-;
026;046;026046;TV;DESTRA PIAVE;Montebelluna;-;Via S. Gaetano (S. Gaetano);Montebelluna;www.contarina.it;-;
028;019;028019;PD;BRENTA;Camposampiero;-;Via della Centuriazione;Camposampiero;www.etraspa.it;-;
028;050;028050;PD;BRENTA;Massanzago;-;Via della Centuriazione;Camposampiero;www.etraspa.it;-;
028;091;028091;PD;BRENTA;Tombolo;-;Via S. Antonio 46;Tombolo;www.etraspa.it;-;
026;011;026011;TV;DESTRA PIAVE;Castelcucco;-;Via S. Antonio;Castelcucco;www.contarina.it;-;
026;041;026041;TV;SINISTRA PIAVE;Meduna di Livenza;-;Via Runco Ovest;Meduna di Livenza;www.savnoservizi.it;-;
029;017;029017;RO;ROVIGO;Corbola;-;Via Rubini;Corbola;www.ecoambienterovigo.i;-;
027;021;027021;VE;VENEZIA;Martellago;-;Via Roviego;Maerne Di Martellago;www.gruppoveritas.it;-;
028;069;028069;PD;PADOVA CENTRO;Ponte San Nicolo';-;Via Rossa;Ponte San Nicolo';www.gruppo.acegas-aps.it;-;
026;043;026043;TV;VENEZIA;Mogliano Veneto;-;Via Ronzinella;Mogliano Veneto;www.contarina.it;-;
024;087;024087;VI;BRENTA;Rosa';-;Via Roncalli;Rosa';www.comune.rosa.vi.it;-;
028;002;028002;PD;PADOVA SUD;Agna;-;Via Roma 28;Agna;www.bacinopd3.it;-;
028;103;028103;PD;BRENTA;Villafranca Padovana;-;Via Roma 160;Villafranca Padovana;www.etraspa.it;-;
026;002;026002;TV;DESTRA PIAVE;Arcade;-;Via Roma 151;Arcade;www.contarina.it;-;
024;100;024100;VI;VICENZA;Schio;-;Via Roma (Localita' Magre');Schio;www.altovicentinoambiente.it;-;
026;028;026028;TV;SINISTRA PIAVE;Fontanelle;-;Via Roma;Fontanelle;www.savnoservizi.it;-;
026;071;026071;TV;DESTRA PIAVE;San Biagio di Callalta;-;Via De Gasperi - Loc. Spercenigo;San Biagio di Callalta;www.contarina.it;-;
024;001;024001;VI;VICENZA;Agugliaro;-;Via Roma;Agugliaro;www.comune.agugliaro.vi.it;-;
023;077;023077;VR;VERONA NORD;Sant'Ambrogio di Valpolicella;-;Via Roma;Sant'Ambrogio di Valpolicella;www.consorziovr2.it;-;
026;039;026039;TV;DESTRA PIAVE;Maser;-;Via Roccoler;Maser;www.contarina.it;-;
023;072;023072;VR;VERONA SUD;Sanguinetto;-;Via Germania;Sanguinetto;www.comune.sanguinetto.vr.it;-;
024;065;024065;VI;VICENZA;Montegaldella;-;Via Rialto;Montegaldella;www.soraris.it;-;
024;047;024047;VI;VICENZA;Grumolo delle Abbadesse;-;Via Palu';Grumolo delle Abbadesse;www.comune.grumolodelleabbadesse.vi.it;-;
024;072;024072;VI;VICENZA;Nogarole Vicentino;-;Via Restena;Nogarole Vicentino;www.agnochiampoambiente.it;-;
025;030;025030;BL;BELLUNO;Livinallongo del Col di Lana;-;Via Renaz;Livinallongo del Col di Lana;www.agordino.bl.it/web/cma;-;
026;048;026048;TV;SINISTRA PIAVE;Moriago della Battaglia;-;Via Raboso - Mosnigo;Moriago della Battaglia;www.savnoservizi.it;-;
025;048;025048;BL;BELLUNO;Santa Giustina;-;Via Puliere 35;Santa Giustina;www.feltrino.bl.it/;-;
023;035;023035;VR;VERONA NORD;Fumane;-;Via Progni; S.N.;Fumane;www.comunedifumane.it;-;
023;043;023043;VR;VERONA NORD;Lazise;-;Via Prati 46;Lazise;www.comune.lazise.vr.it;-;
028;045;028045;PD;BRENTA;Limena;-;Via Praimbole;Limena;www.etraspa.it;-;
027;020;027020;VE;VENEZIA;Marcon;-;Via Praello;Marcon;www.gruppoveritas.it;-;
025;011;025011;BL;BELLUNO;Cesiomaggiore;-;Via Pradenich;Cesiomaggiore;www.feltrino.bl.it/;-;
023;066;023066;VR;VERONA SUD;Roveredo di Gua';-;Via Possesione;Roveredo di Gua';www.comune.sanbonifacio.vr.it;-;
027;042;027042;VE;VENEZIA;Venezia;-;Via Porto Di Cavergnago 99 - Mestre;Venezia;www.gruppoveritas.it;-;
024;031;024031;VI;BRENTA;Cismon del Grappa;-;Via Porteghetti;Cismon del Grappa;www.cismon.it;-;
028;060;028060;PD;PADOVA CENTRO;Padova;-;Via Corrado; 1;Padova;www.gruppo.acegas-aps.it;-;
028;060;028060;PD;PADOVA CENTRO;Padova;-;Via Pontedera;Padova;www.gruppo.acegas-aps.it;-;
024;051;024051;VI;VICENZA;Longare;-;Via Ponte Di Costozza;Longare;www.comune.longare.vi.it;-;
028;077;028077;PD;BRENTA;San Martino di Lupari;-;Via Monte Piana;San Martino di Lupari;www.etraspa.it;-;
027;044;027044;VE;VENEZIA;Cavallino-Treporti;-;Via Poerio;Cavallino-Treporti;www.gruppoveritas.it;-;
027;028;027028;VE;VENEZIA;Pianiga;-;Via Po' Mellaredo ;Pianiga;www.gruppoveritas.it;-;
024;038;024038;VI;VICENZA;Dueville;-;Via Po;Dueville;www.comune.dueville.vi.it;-;
023;001;023001;VR;VERONA NORD;Affi;-;Via Pitagora 1;Affi;www.comune.affi.vr.it;-;
027;032;027032;VE;VENEZIA;Salzano;-;Via Piovega;Salzano;www.gruppoveritas.it;-;
028;017;028017;PD;BRENTA;Campodarsego;-;Via Galvani;Campodarsego;www.etraspa.it;-;
028;099;028099;PD;BRENTA;Vigodarzere;-;Via Galvani;Campodarsego;www.etraspa.it;-;
028;016;028016;PD;BRENTA;Cadoneghe;-;Via Pioga;Campodarsego;www.etraspa.it;-;
024;005;024005;VI;VICENZA;Altissimo;-;Via Pini;Altissimo;www.agnochiampoambiente.it;-;
023;044;023044;VR;VERONA SUD;Legnago;-;Via Piccinato; Loc. Ca' Mula - Porto di Legnago;Legnago;www.sivevr.it;-;
024;045;024045;VI;VICENZA;Grancona;-;Via Piave;San Germano dei Berici;www.utilya.it;-;
024;092;024092;VI;VICENZA;San Germano dei Berici;-;Via Piave;San Germano dei Berici;www.utilya.it;-;
028;054;028054;PD;BRENTA;Mestrino;-;Via Petrarca;Mestrino;www.etraspa.it;-;
026;050;026050;TV;DESTRA PIAVE;Nervesa della Battaglia;-;Via Perosin;Nervesa della Battaglia;www.contarina.it;-;
023;046;023046;VR;VERONA NORD;Marano di Valpolicella;-;Via Paverno;Marano di Valpolicella;www.comunemaranovalpolicella.vr.it;-;
027;038;027038;VE;VENEZIA;Spinea;-;Via Pascoli;Spinea;www.gruppoveritas.it;-;
027;034;027034;VE;VENEZIA;San Michele al Tagliamento;-;Via Parenzo - Bibione;San Michele al Tagliamento;www.asvo.it;-;
026;040;026040;TV;DESTRA PIAVE;Maserada sul Piave;-;Via Papadopoli;Maserada sul Piave;www.contarina.it;-;
023;018;023018;VR;VERONA NORD;Caprino Veronese;-;Via Papa Giovanni XXIII;Caprino Veronese;www.consorziovr2.it;-;
026;090;026090;TV;SINISTRA PIAVE;Vidor;-;Via Albertini Govone - Z.I. Bosco;Vidor;www.savnoservizi.it;-;
024;047;024047;VI;VICENZA;Grumolo delle Abbadesse;-;Via Palu';Grumolo delle Abbadesse;www.comune.grumolodelleabbadesse.vi.it;-;
023;037;023037;VR;VERONA SUD;Gazzo Veronese;-;Via Padova Loc. Maccacari;Gazzo Veronese;www.comune.gazzo.vr.it;-;
023;089;023089;VR;VERONA NORD;Valeggio sul Mincio;-;Via Pacinotti;Valeggio sul Mincio;www.comune.valeggiosulmincio.vr.it;-;
023;075;023075;VR;VERONA SUD;San Pietro di Morubio;-;Via Orti;San Pietro di Morubio;www.comune.sanpietrodimorubio.vr.it;-;
024;099;024099;VI;BRENTA;Schiavon;-;Via Olmi;Schiavon;www.comune.schiavon.vi.it;-;
024;008;024008;VI;VICENZA;Arzignano;-;Via Olimpica;Arzignano;www.agnochiampoambiente.it;-;
023;044;023044;VR;VERONA SUD;Legnago;-;Via Olimpia - Zona Stadio - Casette di Legnago;Legnago;www.sivevr.it;-;
027;007;027007;VE;VENEZIA;Ceggia;-;Via Noghera;Ceggia;www.comune.ceggia.ve.it;-;
025;022;025022;BL;BELLUNO;Fonzaso;-;Via Nogare';Fonzaso;www.feltrino.bl.it/;-;
024;073;024073;VI;BRENTA;Nove;-;Via Nodari 4;Nove;www.comune.nove.vi.it;-;
023;062;023062;VR;VERONA NORD;Rivoli Veronese;-;Via Mulini - Loc. Cason;Rivoli Veronese;www.consorziovr2.it;-;
028;046;028046;PD;BRENTA;Loreggia;-;Via Morosini;Loreggia;www.etraspa.it;-;
023;058;023058;VR;VERONA NORD;Pescantina;-;Via Monti Lessini;Pescantina;www.consorziovr2.it;-;
026;085;026085;TV;DESTRA PIAVE;Trevignano;-;Via Monte Bianco;Trevignano;www.contarina.it;-;
026;088;026088;TV;SINISTRA PIAVE;Vazzola;-;Via Serenissima;Vazzola;www.savnoservizi.it;-;
023;024;023024;VR;VERONA NORD;Cazzano di Tramigna;-;Via Molini;Cazzano di Tramigna;www.comune.cazzanoditramigna.vr.it;-;
026;047;026047;TV;DESTRA PIAVE;Morgano;-;Via Molin Cappello Sud;Morgano;www.contarina.it;-;
026;095;026095;TV;DESTRA PIAVE;Zero Branco;-;Via Milan;Zero Branco;www.contarina.it;-;
023;073;023073;VR;VERONA NORD;San Martino Buon Albergo;-;Via Meucci;San Martino Buon Albergo;www.consorziovr2.it;-;
027;026;027026;VE;VENEZIA;Noale;-;Via Mestrina;Noale;www.gruppoveritas.it;-;
024;004;024004;VI;VICENZA;Altavilla Vicentina;-;Via Mazzini 21/B;Altavilla Vicentina;www.comune.altavillavicentina.vi.it;-;
028;078;028078;PD;BRENTA;San Pietro in Gu;-;Via Mazzini ;San Pietro in Gu;www.etraspa.it;-;
028;084;028084;PD;PADOVA SUD;Sant'Urbano;-;Via Matteotti 2;Arzergrande;www.bacinopd3.it;x;
028;097;028097;PD;PADOVA SUD;Vescovana;-;Via Matteotti 2;Arzergrande;www.bacinopd3.it;-;
028;007;028007;PD;PADOVA SUD;Arzergrande;-;Via Matteotti 2;Arzergrande;www.bacinopd3.it;-;
028;044;028044;PD;PADOVA SUD;Legnaro;-;Via Matteotti 2;Arzergrande;www.bacinopd3.it;x;
026;064;026064;TV;DESTRA PIAVE;Quinto di Treviso;-;Via Mattei;Quinto di Treviso;www.contarina.it;-;
024;122;024122;VI;VICENZA;Zugliano;-;Via Maso;Zugliano;www.altovicentinoambiente.it;-;
023;022;023022;VR;VERONA NORD;Castelnuovo del Garda;-;Via Marx - Capoluogo;Castelnuovo del Garda;www.comune.castelnuovodelgarda.vr.it;-;
027;022;027022;VE;VENEZIA;Meolo;-;Via Marteggia 1;Meolo;www.gruppoveritas.it;-;
027;037;027037;VE;VENEZIA;Scorze';-;Via Marmolada 1;Scorze';www.gruppoveritas.it;-;
026;077;026077;TV;DESTRA PIAVE;San Zenone degli Ezzelini;-;Via Marini;San Zenone degli Ezzelini;www.contarina.it;-;
027;031;027031;VE;VENEZIA;Quarto d'Altino;-;Via Marconi�;Quarto d'Altino;www.gruppoveritas.it;-;
026;067;026067;TV;SINISTRA PIAVE;Revine Lago;-;Via Marconi - Z.I. Lago;Revine Lago;www.comune.revine-lago.tv.it;-;
026;084;026084;TV;SINISTRA PIAVE;Tarzo;-;Via Marconi - Z.I. Lago;Revine Lago;www.comune.revine-lago.tv.it;-;
023;022;023022;VR;VERONA NORD;Castelnuovo del Garda;-;Via Mantovana - Cavalcaselle;Castelnuovo del Garda;www.comune.castelnuovodelgarda.vr.it;-;
028;093;028093;PD;BRENTA;Trebaseleghe;-;Via Manetti 24;Trebaseleghe;www.etraspa.it;-;
027;042;027042;VE;VENEZIA;Venezia;-;Via Malamocco 18 - Loc. Terre Perse Lido;Venezia;www.gruppoveritas.it;-;
026;075;026075;TV;SINISTRA PIAVE;Santa Lucia di Piave;-;Via Majorana;Santa Lucia di Piave;www.savnoservizi.it;-;
029;045;029045;RO;ROVIGO;Stienta;-;Via Maffei  725;Stienta;www.ecoambienterovigo.i;-;
027;033;027033;VE;VENEZIA;San Dona' di Piave;-;Via Maestri Del Lavoro 1;San Dona' di Piave;www.gruppoveritas.it;-;
027;008;027008;VE;VENEZIA;Chioggia;-;Via Maestri del Lavoro - Loc. Sacca Casale;Chioggia;www.gruppoveritas.it;-;
029;002;029002;RO;ROVIGO;Ariano nel Polesine;Area mercato;-;-;www.ecoambienterovigo.i;-;
029;046;029046;RO;ROVIGO;Taglio di Po;-;Via Maestri Del Lavoro;Taglio di Po;www.ecoambienterovigo.i;-;
023;096;023096;VR;VERONA NORD;Villafranca di Verona;-;Via Maddalena;Villafranca di Verona;www.comune.villafranca.vr.it;-;
